Gender,Age,Region,Diagnosis,2019,2020,2021,2022
Women,10-14 years,Region Hovedstaden,Diseases of the musculoskeletal system,212,227,210,201
Women,10-14 years,Region Hovedstaden,Diseases of female genital organs,16,19,18,22
Women,10-14 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Women,10-14 years,Region Hovedstaden,Diseases of the skin and venereal diseases,41,34,27,45
Women,10-14 years,Region Hovedstaden,Diseases of the eye,5,9,6,6
Women,10-14 years,Region Hovedstaden,"Diseases of ear, nose and throat",20,29,17,35
Women,10-14 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",19,40,49,33
Women,10-14 years,Region Hovedstaden,Mental disorders,91,113,156,140
Women,10-14 years,Region Hovedstaden,Diseases of mamma,0,4,5,4
Women,10-14 years,Region Hovedstaden,Sterilization,0,0,0,0
Women,10-14 years,Region Hovedstaden,Concussion,11,15,13,14
Women,10-14 years,Region Hovedstaden,Poisonings,26,38,70,48
Women,10-14 years,Region Hovedstaden,Live-born children,0,0,0,0
Women,10-14 years,Region Hovedstaden,Other diseases,212,258,291,232
Women,10-14 years,Region Sjælland,"Diagnosis, total",531,597,590,593
Women,10-14 years,Region Sjælland,Infectious diseases,11,15,11,14
Women,10-14 years,Region Sjælland,Diseases of lung,19,29,10,13
Women,10-14 years,Region Sjælland,Diseases of the nervous system,26,20,21,30
Women,10-14 years,Region Sjælland,Diseases of the heart and great vessels,4,7,5,5
Women,10-14 years,Region Sjælland,"Diseases of arteries, veins, lymph",3,6,3,8
Women,10-14 years,Region Sjælland,Varicose veins in leg,0,0,0,0
Women,10-14 years,Region Sjælland,Diseases of blood and lymphatic tissue,8,4,6,9
Women,10-14 years,Region Sjælland,Diseases of the stomach and intestines,93,93,114,82
Women,10-14 years,Region Sjælland,Diseases of the urinary tract,14,15,9,14
Women,10-14 years,Region Sjælland,Diseases of the musculoskeletal system,84,91,58,67
Women,10-14 years,Region Sjælland,Diseases of female genital organs,4,11,5,7
Women,10-14 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",0,..,..,0
Women,10-14 years,Region Sjælland,Diseases of the skin and venereal diseases,15,14,13,14
Women,10-14 years,Region Sjælland,Diseases of the eye,4,6,7,5
Women,10-14 years,Region Sjælland,"Diseases of ear, nose and throat",12,12,9,15
Women,10-14 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",34,22,40,34
Women,10-14 years,Region Sjælland,Mental disorders,68,68,107,84
Women,10-14 years,Region Sjælland,Diseases of mamma,0,..,..,0
Women,10-14 years,Region Sjælland,Sterilization,0,0,0,0
Women,10-14 years,Region Sjælland,Concussion,5,9,5,13
Women,10-14 years,Region Sjælland,Poisonings,36,38,51,61
Women,10-14 years,Region Sjælland,Live-born children,0,0,0,0
Women,10-14 years,Region Sjælland,Other diseases,91,134,114,118
Women,10-14 years,Region Syddanmark,"Diagnosis, total",503,564,505,559
Women,10-14 years,Region Syddanmark,Infectious diseases,9,13,14,13
Women,10-14 years,Region Syddanmark,Diseases of lung,27,17,12,12
Women,10-14 years,Region Syddanmark,Diseases of the nervous system,13,28,25,24
Women,10-14 years,Region Syddanmark,Diseases of the heart and great vessels,0,3,..,..
Women,10-14 years,Region Syddanmark,"Diseases of arteries, veins, lymph",..,4,5,4
Women,10-14 years,Region Syddanmark,Varicose veins in leg,0,0,0,0
Women,10-14 years,Region Syddanmark,Diseases of blood and lymphatic tissue,8,0,3,10
Women,10-14 years,Region Syddanmark,Diseases of the stomach and intestines,97,98,73,93
Women,10-14 years,Region Syddanmark,Diseases of the urinary tract,6,13,5,12
Women,10-14 years,Region Syddanmark,Diseases of the musculoskeletal system,138,145,97,126
Women,10-14 years,Region Syddanmark,Diseases of female genital organs,5,7,6,7
Women,10-14 years,Region Syddanmark,"Diseases of pregnancy, delivery and the perinatal period",..,..,0,..
Women,10-14 years,Region Syddanmark,Diseases of the skin and venereal diseases,9,6,14,10
Women,10-14 years,Region Syddanmark,Diseases of the eye,0,..,..,0
Women,10-14 years,Region Syddanmark,"Diseases of ear, nose and throat",11,5,12,18
Women,10-14 years,Region Syddanmark,"Endocrine, metabolic and chromosomic diseases",21,18,17,23
Women,10-14 years,Region Syddanmark,Mental disorders,67,82,91,67
Women,10-14 years,Region Syddanmark,Diseases of mamma,..,0,..,0
Women,10-14 years,Region Syddanmark,Sterilization,0,0,0,0
Women,10-14 years,Region Syddanmark,Concussion,5,6,7,10
Women,10-14 years,Region Syddanmark,Poisonings,17,18,54,45
Women,10-14 years,Region Syddanmark,Live-born children,0,0,0,0
Women,10-14 years,Region Syddanmark,Other diseases,67,99,65,82
Women,10-14 years,Region Midtjylland,"Diagnosis, total",578,594,523,575
Women,10-14 years,Region Midtjylland,Infectious diseases,16,14,11,21
Women,10-14 years,Region Midtjylland,Diseases of lung,24,21,11,17
Women,10-14 years,Region Midtjylland,Diseases of the nervous system,52,75,70,52
Women,10-14 years,Region Midtjylland,Diseases of the heart and great vessels,5,8,4,7
Women,10-14 years,Region Midtjylland,"Diseases of arteries, veins, lymph",4,8,4,..
Women,10-14 years,Region Midtjylland,Varicose veins in leg,0,0,0,0
Women,10-14 years,Region Midtjylland,Diseases of blood and lymphatic tissue,12,4,..,26
Women,10-14 years,Region Midtjylland,Diseases of the stomach and intestines,110,108,121,108
Women,10-14 years,Region Midtjylland,Diseases of the urinary tract,7,14,7,15
Women,10-14 years,Region Midtjylland,Diseases of the musculoskeletal system,129,93,94,95
Women,10-14 years,Region Midtjylland,Diseases of female genital organs,8,8,3,7
Women,10-14 years,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",0,0,..,0
Women,10-14 years,Region Midtjylland,Diseases of the skin and venereal diseases,11,9,9,12
Women,10-14 years,Region Midtjylland,Diseases of the eye,..,5,0,4
Women,10-14 years,Region Midtjylland,"Diseases of ear, nose and throat",15,13,10,12
Women,10-14 years,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",28,31,27,39
Women,10-14 years,Region Midtjylland,Mental disorders,32,33,29,47
Women,10-14 years,Region Midtjylland,Diseases of mamma,4,3,..,..
Women,10-14 years,Region Midtjylland,Sterilization,0,0,0,0
Women,10-14 years,Region Midtjylland,Concussion,18,15,4,6
Women,10-14 years,Region Midtjylland,Poisonings,27,34,46,42
Women,10-14 years,Region Midtjylland,Live-born children,0,0,0,0
Women,10-14 years,Region Midtjylland,Other diseases,74,98,69,63
Women,10-14 years,Region Nordjylland,"Diagnosis, total",228,270,316,293
Women,10-14 years,Region Nordjylland,Infectious diseases,5,5,10,6
Women,10-14 years,Region Nordjylland,Diseases of lung,3,8,6,12
Women,10-14 years,Region Nordjylland,Diseases of the nervous system,21,12,17,16
Women,10-14 years,Region Nordjylland,Diseases of the heart and great vessels,7,..,0,..
Women,10-14 years,Region Nordjylland,"Diseases of arteries, veins, lymph",..,0,..,..
Women,10-14 years,Region Nordjylland,Varicose veins in leg,0,0,0,0
Women,10-14 years,Region Nordjylland,Diseases of blood and lymphatic tissue,..,9,..,0
Women,10-14 years,Region Nordjylland,Diseases of the stomach and intestines,35,65,69,65
Women,10-14 years,Region Nordjylland,Diseases of the urinary tract,6,7,5,9
Women,10-14 years,Region Nordjylland,Diseases of the musculoskeletal system,42,52,65,59
Women,10-14 years,Region Nordjylland,Diseases of female genital organs,..,5,5,5
Women,10-14 years,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Women,10-14 years,Region Nordjylland,Diseases of the skin and venereal diseases,5,3,..,5
Women,10-14 years,Region Nordjylland,Diseases of the eye,..,0,..,0
Women,10-14 years,Region Nordjylland,"Diseases of ear, nose and throat",7,3,3,7
Women,10-14 years,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",8,12,10,7
Women,10-14 years,Region Nordjylland,Mental disorders,21,24,28,33
Women,10-14 years,Region Nordjylland,Diseases of mamma,0,0,0,0
Women,10-14 years,Region Nordjylland,Sterilization,0,0,0,0
Women,10-14 years,Region Nordjylland,Concussion,..,..,..,0
Women,10-14 years,Region Nordjylland,Poisonings,12,12,31,22
Women,10-14 years,Region Nordjylland,Live-born children,0,0,0,0
Women,10-14 years,Region Nordjylland,Other diseases,48,51,59,43
Women,15-19 years,Region Hovedstaden,"Diagnosis, total",2177,2229,2317,2168
Women,15-19 years,Region Hovedstaden,Infectious diseases,93,69,79,72
Women,15-19 years,Region Hovedstaden,Diseases of lung,93,70,87,66
Women,15-19 years,Region Hovedstaden,Diseases of the nervous system,74,69,80,65
Women,15-19 years,Region Hovedstaden,Diseases of the heart and great vessels,18,16,19,20
Women,15-19 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",17,12,21,16
Women,15-19 years,Region Hovedstaden,Varicose veins in leg,0,0,0,0
Women,15-19 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,17,12,24,22
Women,15-19 years,Region Hovedstaden,Diseases of the stomach and intestines,341,365,312,296
Women,15-19 years,Region Hovedstaden,Diseases of the urinary tract,115,149,139,118
Women,15-19 years,Region Hovedstaden,Diseases of the musculoskeletal system,117,86,90,95
Women,15-19 years,Region Hovedstaden,Diseases of female genital organs,32,37,41,36
Women,15-19 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",53,55,52,34
Women,15-19 years,Region Hovedstaden,Diseases of the skin and venereal diseases,95,91,80,93
Women,15-19 years,Region Hovedstaden,Diseases of the eye,5,6,..,4
Women,15-19 years,Region Hovedstaden,"Diseases of ear, nose and throat",62,46,72,56
Women,15-19 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",32,29,22,41
Women,15-19 years,Region Hovedstaden,Mental disorders,506,499,541,566
Women,15-19 years,Region Hovedstaden,Diseases of mamma,0,..,..,..
Women,15-19 years,Region Hovedstaden,Sterilization,0,0,0,0
Women,15-19 years,Region Hovedstaden,Concussion,11,12,10,13
Women,15-19 years,Region Hovedstaden,Poisonings,115,116,163,133
Women,15-19 years,Region Hovedstaden,Live-born children,0,0,0,0
Women,15-19 years,Region Hovedstaden,Other diseases,381,489,482,421
Women,15-19 years,Region Sjælland,"Diagnosis, total",1330,1312,1381,1494
Women,15-19 years,Region Sjælland,Infectious diseases,34,25,34,33
Women,15-19 years,Region Sjælland,Diseases of lung,35,30,32,30
Women,15-19 years,Region Sjælland,Diseases of the nervous system,34,38,22,50
Women,15-19 years,Region Sjælland,Diseases of the heart and great vessels,8,19,12,18
Women,15-19 years,Region Sjælland,"Diseases of arteries, veins, lymph",14,7,16,7
Women,15-19 years,Region Sjælland,Varicose veins in leg,0,0,0,0
Women,15-19 years,Region Sjælland,Diseases of blood and lymphatic tissue,10,8,9,7
Women,15-19 years,Region Sjælland,Diseases of the stomach and intestines,235,214,199,200
Women,15-19 years,Region Sjælland,Diseases of the urinary tract,68,65,86,69
Women,15-19 years,Region Sjælland,Diseases of the musculoskeletal system,55,55,57,57
Women,15-19 years,Region Sjælland,Diseases of female genital organs,21,19,30,19
Women,15-19 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",78,45,32,44
Women,15-19 years,Region Sjælland,Diseases of the skin and venereal diseases,33,34,41,27
Women,15-19 years,Region Sjælland,Diseases of the eye,3,3,3,..
Women,15-19 years,Region Sjælland,"Diseases of ear, nose and throat",16,25,18,29
Women,15-19 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",30,19,19,18
Women,15-19 years,Region Sjælland,Mental disorders,322,327,380,456
Women,15-19 years,Region Sjælland,Diseases of mamma,0,0,0,..
Women,15-19 years,Region Sjælland,Sterilization,0,0,0,0
Women,15-19 years,Region Sjælland,Concussion,4,..,11,4
Women,15-19 years,Region Sjælland,Poisonings,82,103,91,132
Women,15-19 years,Region Sjælland,Live-born children,0,0,0,0
Women,15-19 years,Region Sjælland,Other diseases,248,274,289,291
Women,15-19 years,Region Syddanmark,"Diagnosis, total",1235,1403,1439,1474
Women,15-19 years,Region Syddanmark,Infectious diseases,40,35,31,29
Women,15-19 years,Region Syddanmark,Diseases of lung,33,42,31,27
Women,15-19 years,Region Syddanmark,Diseases of the nervous system,35,38,29,39
Women,15-19 years,Region Syddanmark,Diseases of the heart and great vessels,7,10,8,6
Women,15-19 years,Region Syddanmark,"Diseases of arteries, veins, lymph",5,7,9,7
Women,15-19 years,Region Syddanmark,Varicose veins in leg,0,0,0,0
Women,15-19 years,Region Syddanmark,Diseases of blood and lymphatic tissue,4,7,5,9
Women,15-19 years,Region Syddanmark,Diseases of the stomach and intestines,182,187,187,223
Women,15-19 years,Region Syddanmark,Diseases of the urinary tract,54,62,47,54
Women,15-19 years,Region Syddanmark,Diseases of the musculoskeletal system,78,87,77,63
Women,15-19 years,Region Syddanmark,Diseases of female genital organs,12,19,12,25
Women,15-19 years,Region Syddanmark,"Diseases of pregnancy, delivery and the perinatal period",51,49,41,34
Women,15-19 years,Region Syddanmark,Diseases of the skin and venereal diseases,42,37,20,13
Women,15-19 years,Region Syddanmark,Diseases of the eye,3,..,3,..
Women,15-19 years,Region Syddanmark,"Diseases of ear, nose and throat",33,28,38,50
Women,15-19 years,Region Syddanmark,"Endocrine, metabolic and chromosomic diseases",27,21,18,32
Women,15-19 years,Region Syddanmark,Mental disorders,320,427,592,493
Women,15-19 years,Region Syddanmark,Diseases of mamma,0,..,..,..
Women,15-19 years,Region Syddanmark,Sterilization,0,0,0,0
Women,15-19 years,Region Syddanmark,Concussion,3,5,4,4
Women,15-19 years,Region Syddanmark,Poisonings,93,109,99,154
Women,15-19 years,Region Syddanmark,Live-born children,0,0,0,0
Women,15-19 years,Region Syddanmark,Other diseases,213,231,187,210
Women,15-19 years,Region Midtjylland,"Diagnosis, total",1424,1475,1678,1540
Women,15-19 years,Region Midtjylland,Infectious diseases,61,40,54,50
Women,15-19 years,Region Midtjylland,Diseases of lung,46,46,46,37
Women,15-19 years,Region Midtjylland,Diseases of the nervous system,48,55,55,57
Women,15-19 years,Region Midtjylland,Diseases of the heart and great vessels,9,11,14,11
Women,15-19 years,Region Midtjylland,"Diseases of arteries, veins, lymph",10,7,8,6
Women,15-19 years,Region Midtjylland,Varicose veins in leg,0,0,0,0
Women,15-19 years,Region Midtjylland,Diseases of blood and lymphatic tissue,16,5,17,15
Women,15-19 years,Region Midtjylland,Diseases of the stomach and intestines,213,225,241,223
Women,15-19 years,Region Midtjylland,Diseases of the urinary tract,87,94,118,58
Women,15-19 years,Region Midtjylland,Diseases of the musculoskeletal system,97,66,63,70
Women,15-19 years,Region Midtjylland,Diseases of female genital organs,16,19,14,26
Women,15-19 years,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",23,25,23,21
Women,15-19 years,Region Midtjylland,Diseases of the skin and venereal diseases,21,26,27,22
Women,15-19 years,Region Midtjylland,Diseases of the eye,4,..,..,..
Women,15-19 years,Region Midtjylland,"Diseases of ear, nose and throat",46,39,47,49
Women,15-19 years,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",35,26,44,20
Women,15-19 years,Region Midtjylland,Mental disorders,341,461,510,543
Women,15-19 years,Region Midtjylland,Diseases of mamma,0,..,..,0
Women,15-19 years,Region Midtjylland,Sterilization,0,0,0,0
Women,15-19 years,Region Midtjylland,Concussion,12,6,..,4
Women,15-19 years,Region Midtjylland,Poisonings,158,150,176,133
Women,15-19 years,Region Midtjylland,Live-born children,0,0,0,0
Women,15-19 years,Region Midtjylland,Other diseases,181,172,217,193
Women,15-19 years,Region Nordjylland,"Diagnosis, total",594,710,765,727
Women,15-19 years,Region Nordjylland,Infectious diseases,33,29,23,27
Women,15-19 years,Region Nordjylland,Diseases of lung,22,10,11,16
Women,15-19 years,Region Nordjylland,Diseases of the nervous system,19,23,16,19
Women,15-19 years,Region Nordjylland,Diseases of the heart and great vessels,3,4,..,3
Women,15-19 years,Region Nordjylland,"Diseases of arteries, veins, lymph",7,6,6,..
Women,15-19 years,Region Nordjylland,Varicose veins in leg,0,0,0,0
Women,15-19 years,Region Nordjylland,Diseases of blood and lymphatic tissue,3,3,8,11
Women,15-19 years,Region Nordjylland,Diseases of the stomach and intestines,112,130,156,122
Women,15-19 years,Region Nordjylland,Diseases of the urinary tract,25,45,35,23
Women,15-19 years,Region Nordjylland,Diseases of the musculoskeletal system,26,39,60,43
Women,15-19 years,Region Nordjylland,Diseases of female genital organs,9,13,10,8
Women,15-19 years,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",26,32,28,25
Women,15-19 years,Region Nordjylland,Diseases of the skin and venereal diseases,16,9,17,15
Women,15-19 years,Region Nordjylland,Diseases of the eye,0,..,..,..
Women,15-19 years,Region Nordjylland,"Diseases of ear, nose and throat",12,11,27,26
Women,15-19 years,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",10,15,20,13
Women,15-19 years,Region Nordjylland,Mental disorders,118,162,143,188
Women,15-19 years,Region Nordjylland,Diseases of mamma,..,0,0,0
Women,15-19 years,Region Nordjylland,Sterilization,0,0,0,0
Women,15-19 years,Region Nordjylland,Concussion,3,..,4,3
Women,15-19 years,Region Nordjylland,Poisonings,46,50,61,68
Women,15-19 years,Region Nordjylland,Live-born children,0,0,0,0
Women,15-19 years,Region Nordjylland,Other diseases,103,125,138,114
Women,20-24 years,Region Hovedstaden,"Diagnosis, total",3929,3923,3854,3600
Women,20-24 years,Region Hovedstaden,Infectious diseases,98,94,84,98
Women,20-24 years,Region Hovedstaden,Diseases of lung,116,97,96,90
Women,20-24 years,Region Hovedstaden,Diseases of the nervous system,106,124,103,76
Women,20-24 years,Region Hovedstaden,Diseases of the heart and great vessels,38,27,34,18
Women,20-24 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",21,9,18,20
Women,20-24 years,Region Hovedstaden,Varicose veins in leg,0,0,0,0
Women,20-24 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,27,17,11,14
Women,20-24 years,Region Hovedstaden,Diseases of the stomach and intestines,540,508,495,437
Women,20-24 years,Region Hovedstaden,Diseases of the urinary tract,133,155,175,140
Women,20-24 years,Region Hovedstaden,Diseases of the musculoskeletal system,133,81,83,114
Women,20-24 years,Region Hovedstaden,Diseases of female genital organs,40,40,55,42
Women,20-24 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",1050,952,824,742
Women,20-24 years,Region Hovedstaden,Diseases of the skin and venereal diseases,100,92,85,88
Women,20-24 years,Region Hovedstaden,Diseases of the eye,3,3,4,..
Women,20-24 years,Region Hovedstaden,"Diseases of ear, nose and throat",70,50,42,61
Women,20-24 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",38,38,36,36
Women,20-24 years,Region Hovedstaden,Mental disorders,729,860,880,905
Women,20-24 years,Region Hovedstaden,Diseases of mamma,0,..,..,0
Women,20-24 years,Region Hovedstaden,Sterilization,0,0,0,0
Women,20-24 years,Region Hovedstaden,Concussion,16,5,6,4
Women,20-24 years,Region Hovedstaden,Poisonings,114,93,125,95
Women,20-24 years,Region Hovedstaden,Live-born children,0,0,0,0
Women,20-24 years,Region Hovedstaden,Other diseases,557,677,696,618
Women,20-24 years,Region Sjælland,"Diagnosis, total",2036,1960,2254,2024
Women,20-24 years,Region Sjælland,Infectious diseases,31,30,40,35
Women,20-24 years,Region Sjælland,Diseases of lung,40,28,32,26
Women,20-24 years,Region Sjælland,Diseases of the nervous system,39,28,40,31
Women,20-24 years,Region Sjælland,Diseases of the heart and great vessels,16,15,17,12
Women,20-24 years,Region Sjælland,"Diseases of arteries, veins, lymph",6,9,8,4
Women,20-24 years,Region Sjælland,Varicose veins in leg,0,0,0,0
Women,20-24 years,Region Sjælland,Diseases of blood and lymphatic tissue,10,12,11,6
Women,20-24 years,Region Sjælland,Diseases of the stomach and intestines,274,269,263,250
Women,20-24 years,Region Sjælland,Diseases of the urinary tract,55,66,54,53
Women,20-24 years,Region Sjælland,Diseases of the musculoskeletal system,40,37,46,45
Women,20-24 years,Region Sjælland,Diseases of female genital organs,20,22,27,31
Women,20-24 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",722,623,683,564
Women,20-24 years,Region Sjælland,Diseases of the skin and venereal diseases,49,40,37,35
Women,20-24 years,Region Sjælland,Diseases of the eye,5,..,3,..
Women,20-24 years,Region Sjælland,"Diseases of ear, nose and throat",8,15,9,11
Women,20-24 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",32,23,31,26
Women,20-24 years,Region Sjælland,Mental disorders,315,343,480,475
Women,20-24 years,Region Sjælland,Diseases of mamma,3,..,3,..
Women,20-24 years,Region Sjælland,Sterilization,0,0,0,0
Women,20-24 years,Region Sjælland,Concussion,4,3,0,3
Women,20-24 years,Region Sjælland,Poisonings,51,50,58,76
Women,20-24 years,Region Sjælland,Live-born children,0,0,0,0
Women,20-24 years,Region Sjælland,Other diseases,316,345,412,338
Women,20-24 years,Region Syddanmark,"Diagnosis, total",2237,2334,2486,2365
Women,20-24 years,Region Syddanmark,Infectious diseases,28,33,44,44
Women,20-24 years,Region Syddanmark,Diseases of lung,55,44,55,33
Women,20-24 years,Region Syddanmark,Diseases of the nervous system,27,48,43,57
Women,20-24 years,Region Syddanmark,Diseases of the heart and great vessels,9,13,15,10
Women,20-24 years,Region Syddanmark,"Diseases of arteries, veins, lymph",4,..,6,3
Women,20-24 years,Region Syddanmark,Varicose veins in leg,0,0,0,0
Women,20-24 years,Region Syddanmark,Diseases of blood and lymphatic tissue,10,4,12,5
Women,20-24 years,Region Syddanmark,Diseases of the stomach and intestines,289,257,263,257
Women,20-24 years,Region Syddanmark,Diseases of the urinary tract,62,73,93,54
Women,20-24 years,Region Syddanmark,Diseases of the musculoskeletal system,63,78,63,76
Women,20-24 years,Region Syddanmark,Diseases of female genital organs,22,27,22,19
Women,20-24 years,Region Syddanmark,"Diseases of pregnancy, delivery and the perinatal period",570,589,587,438
Women,20-24 years,Region Syddanmark,Diseases of the skin and venereal diseases,34,30,31,43
Women,20-24 years,Region Syddanmark,Diseases of the eye,0,..,..,..
Women,20-24 years,Region Syddanmark,"Diseases of ear, nose and throat",28,26,35,42
Women,20-24 years,Region Syddanmark,"Endocrine, metabolic and chromosomic diseases",30,25,31,29
Women,20-24 years,Region Syddanmark,Mental disorders,595,677,760,824
Women,20-24 years,Region Syddanmark,Diseases of mamma,0,0,0,0
Women,20-24 years,Region Syddanmark,Sterilization,0,0,0,0
Women,20-24 years,Region Syddanmark,Concussion,5,4,4,6
Women,20-24 years,Region Syddanmark,Poisonings,72,81,70,107
Women,20-24 years,Region Syddanmark,Live-born children,0,0,0,0
Women,20-24 years,Region Syddanmark,Other diseases,334,321,351,317
Women,20-24 years,Region Midtjylland,"Diagnosis, total",2365,2515,2534,2576
Women,20-24 years,Region Midtjylland,Infectious diseases,70,56,79,75
Women,20-24 years,Region Midtjylland,Diseases of lung,55,54,50,51
Women,20-24 years,Region Midtjylland,Diseases of the nervous system,60,50,44,77
Women,20-24 years,Region Midtjylland,Diseases of the heart and great vessels,14,16,10,22
Women,20-24 years,Region Midtjylland,"Diseases of arteries, veins, lymph",14,14,7,6
Women,20-24 years,Region Midtjylland,Varicose veins in leg,0,0,0,0
Women,20-24 years,Region Midtjylland,Diseases of blood and lymphatic tissue,22,13,10,14
Women,20-24 years,Region Midtjylland,Diseases of the stomach and intestines,292,322,328,304
Women,20-24 years,Region Midtjylland,Diseases of the urinary tract,135,113,103,118
Women,20-24 years,Region Midtjylland,Diseases of the musculoskeletal system,93,95,84,103
Women,20-24 years,Region Midtjylland,Diseases of female genital organs,26,32,32,23
Women,20-24 years,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",367,344,333,288
Women,20-24 years,Region Midtjylland,Diseases of the skin and venereal diseases,43,31,34,38
Women,20-24 years,Region Midtjylland,Diseases of the eye,6,3,..,..
Women,20-24 years,Region Midtjylland,"Diseases of ear, nose and throat",52,35,50,67
Women,20-24 years,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",49,39,18,26
Women,20-24 years,Region Midtjylland,Mental disorders,635,856,970,974
Women,20-24 years,Region Midtjylland,Diseases of mamma,0,..,..,..
Women,20-24 years,Region Midtjylland,Sterilization,0,0,0,0
Women,20-24 years,Region Midtjylland,Concussion,8,4,5,5
Women,20-24 years,Region Midtjylland,Poisonings,124,142,110,99
Women,20-24 years,Region Midtjylland,Live-born children,0,0,0,0
Women,20-24 years,Region Midtjylland,Other diseases,300,295,264,283
Women,20-24 years,Region Nordjylland,"Diagnosis, total",1213,1188,1192,1185
Women,20-24 years,Region Nordjylland,Infectious diseases,31,19,23,39
Women,20-24 years,Region Nordjylland,Diseases of lung,27,15,19,18
Women,20-24 years,Region Nordjylland,Diseases of the nervous system,29,31,21,35
Women,20-24 years,Region Nordjylland,Diseases of the heart and great vessels,5,4,8,10
Women,20-24 years,Region Nordjylland,"Diseases of arteries, veins, lymph",7,4,..,..
Women,20-24 years,Region Nordjylland,Varicose veins in leg,0,0,0,0
Women,20-24 years,Region Nordjylland,Diseases of blood and lymphatic tissue,11,5,3,4
Women,20-24 years,Region Nordjylland,Diseases of the stomach and intestines,179,165,171,176
Women,20-24 years,Region Nordjylland,Diseases of the urinary tract,53,41,47,35
Women,20-24 years,Region Nordjylland,Diseases of the musculoskeletal system,31,18,42,42
Women,20-24 years,Region Nordjylland,Diseases of female genital organs,21,16,17,16
Women,20-24 years,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",299,338,302,269
Women,20-24 years,Region Nordjylland,Diseases of the skin and venereal diseases,26,25,20,33
Women,20-24 years,Region Nordjylland,Diseases of the eye,..,0,..,0
Women,20-24 years,Region Nordjylland,"Diseases of ear, nose and throat",23,19,19,11
Women,20-24 years,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",21,27,24,22
Women,20-24 years,Region Nordjylland,Mental disorders,199,216,227,243
Women,20-24 years,Region Nordjylland,Diseases of mamma,..,..,0,0
Women,20-24 years,Region Nordjylland,Sterilization,0,0,0,0
Women,20-24 years,Region Nordjylland,Concussion,..,..,..,3
Women,20-24 years,Region Nordjylland,Poisonings,56,47,49,61
Women,20-24 years,Region Nordjylland,Live-born children,0,0,0,0
Women,20-24 years,Region Nordjylland,Other diseases,191,195,195,166
Women,25-29 years,Region Hovedstaden,"Diagnosis, total",7918,8193,8089,7512
Women,25-29 years,Region Hovedstaden,Infectious diseases,112,112,121,127
Women,25-29 years,Region Hovedstaden,Diseases of lung,143,119,87,112
Women,25-29 years,Region Hovedstaden,Diseases of the nervous system,123,118,117,102
Women,25-29 years,Region Hovedstaden,Diseases of the heart and great vessels,35,35,36,30
Women,25-29 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",22,21,20,16
Women,25-29 years,Region Hovedstaden,Varicose veins in leg,0,0,0,0
Women,25-29 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,26,31,18,22
Women,25-29 years,Region Hovedstaden,Diseases of the stomach and intestines,599,577,554,535
Women,25-29 years,Region Hovedstaden,Diseases of the urinary tract,139,131,125,114
Women,25-29 years,Region Hovedstaden,Diseases of the musculoskeletal system,127,111,119,129
Women,25-29 years,Region Hovedstaden,Diseases of female genital organs,54,68,58,66
Women,25-29 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",4660,4877,4826,4217
Women,25-29 years,Region Hovedstaden,Diseases of the skin and venereal diseases,91,82,73,70
Women,25-29 years,Region Hovedstaden,Diseases of the eye,4,5,4,..
Women,25-29 years,Region Hovedstaden,"Diseases of ear, nose and throat",59,52,46,57
Women,25-29 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",50,29,50,36
Women,25-29 years,Region Hovedstaden,Mental disorders,678,723,745,831
Women,25-29 years,Region Hovedstaden,Diseases of mamma,0,..,4,..
Women,25-29 years,Region Hovedstaden,Sterilization,0,0,0,0
