,Gender,Age,Region,Diagnosis,2019,2020,2021,2022
2234,Men,85 years and over,Region Midtjylland,Diseases of the nervous system,185.0,212.0,209.0,215.0
2235,Men,85 years and over,Region Midtjylland,Diseases of the heart and great vessels,543.0,629.0,589.0,639.0
2236,Men,85 years and over,Region Midtjylland,"Diseases of arteries, veins, lymph",45.0,40.0,31.0,37.0
2237,Men,85 years and over,Region Midtjylland,Varicose veins in leg,0.0,0.0,0.0,0.0
2238,Men,85 years and over,Region Midtjylland,Diseases of blood and lymphatic tissue,101.0,114.0,148.0,122.0
2239,Men,85 years and over,Region Midtjylland,Diseases of the stomach and intestines,409.0,494.0,530.0,497.0
2240,Men,85 years and over,Region Midtjylland,Diseases of the urinary tract,510.0,598.0,593.0,589.0
2241,Men,85 years and over,Region Midtjylland,Diseases of the musculoskeletal system,397.0,393.0,481.0,516.0
2242,Men,85 years and over,Region Midtjylland,Diseases of female genital organs,0.0,0.0,0.0,0.0
2243,Men,85 years and over,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
2244,Men,85 years and over,Region Midtjylland,Diseases of the skin and venereal diseases,34.0,35.0,39.0,45.0
2245,Men,85 years and over,Region Midtjylland,Diseases of the eye,3.0,0.0,0.0,3.0
2246,Men,85 years and over,Region Midtjylland,"Diseases of ear, nose and throat",59.0,40.0,43.0,59.0
2247,Men,85 years and over,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",142.0,135.0,135.0,153.0
2248,Men,85 years and over,Region Midtjylland,Mental disorders,83.0,75.0,92.0,104.0
2249,Men,85 years and over,Region Midtjylland,Diseases of mamma,0.0,0.0,0.0,0.0
2250,Men,85 years and over,Region Midtjylland,Sterilization,0.0,0.0,0.0,0.0
2251,Men,85 years and over,Region Midtjylland,Concussion,18.0,13.0,18.0,22.0
2252,Men,85 years and over,Region Midtjylland,Poisonings,3.0,12.0,10.0,13.0
2253,Men,85 years and over,Region Midtjylland,Live-born children,0.0,0.0,0.0,0.0
2254,Men,85 years and over,Region Midtjylland,Other diseases,580.0,660.0,736.0,751.0
2255,Men,85 years and over,Region Nordjylland,"Diagnosis, total",2161.0,2714.0,2919.0,2973.0
2256,Men,85 years and over,Region Nordjylland,Infectious diseases,165.0,205.0,268.0,381.0
2257,Men,85 years and over,Region Nordjylland,Diseases of lung,475.0,508.0,588.0,518.0
2258,Men,85 years and over,Region Nordjylland,Diseases of the nervous system,109.0,138.0,154.0,181.0
2259,Men,85 years and over,Region Nordjylland,Diseases of the heart and great vessels,272.0,312.0,326.0,337.0
2260,Men,85 years and over,Region Nordjylland,"Diseases of arteries, veins, lymph",10.0,17.0,18.0,13.0
2261,Men,85 years and over,Region Nordjylland,Varicose veins in leg,0.0,0.0,0.0,0.0
2262,Men,85 years and over,Region Nordjylland,Diseases of blood and lymphatic tissue,70.0,72.0,84.0,69.0
2263,Men,85 years and over,Region Nordjylland,Diseases of the stomach and intestines,228.0,284.0,277.0,241.0
2264,Men,85 years and over,Region Nordjylland,Diseases of the urinary tract,218.0,324.0,305.0,320.0
2265,Men,85 years and over,Region Nordjylland,Diseases of the musculoskeletal system,149.0,183.0,224.0,209.0
2266,Men,85 years and over,Region Nordjylland,Diseases of female genital organs,0.0,0.0,0.0,0.0
2267,Men,85 years and over,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
2268,Men,85 years and over,Region Nordjylland,Diseases of the skin and venereal diseases,15.0,21.0,24.0,29.0
2269,Men,85 years and over,Region Nordjylland,Diseases of the eye,7.0,3.0,5.0,3.0
2270,Men,85 years and over,Region Nordjylland,"Diseases of ear, nose and throat",18.0,15.0,14.0,38.0
2271,Men,85 years and over,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",77.0,109.0,112.0,121.0
2272,Men,85 years and over,Region Nordjylland,Mental disorders,52.0,70.0,71.0,52.0
2273,Men,85 years and over,Region Nordjylland,Diseases of mamma,0.0,0.0,0.0,0.0
2274,Men,85 years and over,Region Nordjylland,Sterilization,0.0,0.0,0.0,0.0
2275,Men,85 years and over,Region Nordjylland,Concussion,6.5,7.0,6.5,6.0
2276,Men,85 years and over,Region Nordjylland,Poisonings,9.0,6.0,6.333333333333333,4.0
2277,Men,85 years and over,Region Nordjylland,Live-born children,0.0,0.0,0.0,0.0
2278,Men,85 years and over,Region Nordjylland,Other diseases,285.0,440.0,446.0,451.0
2279,Women,0 years,Region Hovedstaden,"Diagnosis, total",8449.0,8855.0,9558.0,8852.0
2280,Women,0 years,Region Hovedstaden,Infectious diseases,171.0,116.0,206.0,275.0
2281,Women,0 years,Region Hovedstaden,Diseases of lung,218.0,136.0,280.0,220.0
2282,Women,0 years,Region Hovedstaden,Diseases of the nervous system,45.0,44.0,37.0,68.0
2283,Women,0 years,Region Hovedstaden,Diseases of the heart and great vessels,15.0,33.0,26.0,25.0
2284,Women,0 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",3.0,3.0,4.0,3.3333333333333335
2285,Women,0 years,Region Hovedstaden,Varicose veins in leg,0.0,0.0,0.0,0.0
2286,Women,0 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,6.0,10.0,10.0,6.0
2287,Women,0 years,Region Hovedstaden,Diseases of the stomach and intestines,73.0,77.0,75.0,105.0
2288,Women,0 years,Region Hovedstaden,Diseases of the urinary tract,120.0,176.0,126.0,126.0
2289,Women,0 years,Region Hovedstaden,Diseases of the musculoskeletal system,22.0,11.0,17.0,17.0
2290,Women,0 years,Region Hovedstaden,Diseases of female genital organs,0.0,0.0,0.0,0.0
2291,Women,0 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",755.0,969.0,897.0,762.0
2292,Women,0 years,Region Hovedstaden,Diseases of the skin and venereal diseases,33.0,52.0,66.0,53.0
2293,Women,0 years,Region Hovedstaden,Diseases of the eye,5.0,8.0,8.0,9.0
2294,Women,0 years,Region Hovedstaden,"Diseases of ear, nose and throat",133.0,97.0,116.0,145.0
2295,Women,0 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",34.0,28.0,44.0,25.0
2296,Women,0 years,Region Hovedstaden,Mental disorders,77.0,89.0,119.0,94.0
2297,Women,0 years,Region Hovedstaden,Diseases of mamma,0.0,0.0,0.0,0.0
2298,Women,0 years,Region Hovedstaden,Sterilization,0.0,0.0,0.0,0.0
2299,Women,0 years,Region Hovedstaden,Concussion,10.0,10.0,13.0,7.0
2300,Women,0 years,Region Hovedstaden,Poisonings,5.0,3.0,0.0,2.6666666666666665
2301,Women,0 years,Region Hovedstaden,Live-born children,6258.0,6396.0,6886.0,6346.0
2302,Women,0 years,Region Hovedstaden,Other diseases,464.0,594.0,627.0,565.0
2303,Women,0 years,Region Sjælland,"Diagnosis, total",2693.0,2821.0,2944.0,2926.0
2304,Women,0 years,Region Sjælland,Infectious diseases,63.0,41.0,52.0,92.0
2305,Women,0 years,Region Sjælland,Diseases of lung,105.0,73.0,124.0,107.0
2306,Women,0 years,Region Sjælland,Diseases of the nervous system,16.0,15.0,16.0,23.0
2307,Women,0 years,Region Sjælland,Diseases of the heart and great vessels,7.0,9.0,13.0,11.0
2308,Women,0 years,Region Sjælland,"Diseases of arteries, veins, lymph",0.0,0.0,0.0,0.0
2309,Women,0 years,Region Sjælland,Varicose veins in leg,0.0,0.0,0.0,0.0
2310,Women,0 years,Region Sjælland,Diseases of blood and lymphatic tissue,4.0,4.0,4.0,4.0
2311,Women,0 years,Region Sjælland,Diseases of the stomach and intestines,41.0,47.0,43.0,31.0
2312,Women,0 years,Region Sjælland,Diseases of the urinary tract,22.0,40.0,43.0,33.0
2313,Women,0 years,Region Sjælland,Diseases of the musculoskeletal system,9.0,3.0,7.0,7.0
2314,Women,0 years,Region Sjælland,Diseases of female genital organs,0.0,0.0,0.0,0.0
2315,Women,0 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",303.0,357.0,329.0,365.0
2316,Women,0 years,Region Sjælland,Diseases of the skin and venereal diseases,17.0,22.0,12.0,16.0
2317,Women,0 years,Region Sjælland,Diseases of the eye,0.0,3.0,1.5,1.5
2318,Women,0 years,Region Sjælland,"Diseases of ear, nose and throat",62.0,49.0,53.0,55.0
2319,Women,0 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",21.0,14.0,24.0,21.0
2320,Women,0 years,Region Sjælland,Mental disorders,33.0,37.0,49.0,30.0
2321,Women,0 years,Region Sjælland,Diseases of mamma,0.0,0.0,0.0,0.0
2322,Women,0 years,Region Sjælland,Sterilization,0.0,0.0,0.0,0.0
2323,Women,0 years,Region Sjælland,Concussion,5.0,5.0,5.0,5.0
2324,Women,0 years,Region Sjælland,Poisonings,1.0,3.0,0.0,0.0
2325,Women,0 years,Region Sjælland,Live-born children,1791.0,1855.0,1959.0,1875.0
2326,Women,0 years,Region Sjælland,Other diseases,194.0,242.0,209.0,249.0
2327,Women,0 years,Region Syddanmark,"Diagnosis, total",3611.0,4124.0,4315.0,4289.0
2328,Women,0 years,Region Syddanmark,Infectious diseases,62.0,44.0,52.0,139.0
2329,Women,0 years,Region Syddanmark,Diseases of lung,96.0,96.0,158.0,141.0
2330,Women,0 years,Region Syddanmark,Diseases of the nervous system,15.0,16.0,12.0,32.0
2331,Women,0 years,Region Syddanmark,Diseases of the heart and great vessels,8.0,9.0,11.0,11.0
2332,Women,0 years,Region Syddanmark,"Diseases of arteries, veins, lymph",0.0,0.0,0.0,0.0
2333,Women,0 years,Region Syddanmark,Varicose veins in leg,0.0,0.0,0.0,0.0
2334,Women,0 years,Region Syddanmark,Diseases of blood and lymphatic tissue,1.5,0.0,3.0,1.5
2335,Women,0 years,Region Syddanmark,Diseases of the stomach and intestines,43.0,52.0,31.0,48.0
2336,Women,0 years,Region Syddanmark,Diseases of the urinary tract,15.0,24.0,20.0,40.0
2337,Women,0 years,Region Syddanmark,Diseases of the musculoskeletal system,5.666666666666667,9.0,3.0,5.0
2338,Women,0 years,Region Syddanmark,Diseases of female genital organs,0.0,0.0,0.0,0.0
2339,Women,0 years,Region Syddanmark,"Diseases of pregnancy, delivery and the perinatal period",523.0,645.0,618.0,573.0
2340,Women,0 years,Region Syddanmark,Diseases of the skin and venereal diseases,12.0,13.0,13.0,8.0
2341,Women,0 years,Region Syddanmark,Diseases of the eye,0.0,0.0,0.0,0.0
2342,Women,0 years,Region Syddanmark,"Diseases of ear, nose and throat",43.0,36.0,27.0,63.0
2343,Women,0 years,Region Syddanmark,"Endocrine, metabolic and chromosomic diseases",26.0,23.0,22.0,28.0
2344,Women,0 years,Region Syddanmark,Mental disorders,28.0,25.0,19.0,44.0
2345,Women,0 years,Region Syddanmark,Diseases of mamma,0.0,0.0,0.0,0.0
2346,Women,0 years,Region Syddanmark,Sterilization,0.0,0.0,0.0,0.0
2347,Women,0 years,Region Syddanmark,Concussion,4.0,4.0,4.0,4.0
2348,Women,0 years,Region Syddanmark,Poisonings,3.0,0.0,0.0,0.0
2349,Women,0 years,Region Syddanmark,Live-born children,2375.0,2795.0,2927.0,2747.0
2350,Women,0 years,Region Syddanmark,Other diseases,352.0,334.0,395.0,402.0
2351,Women,0 years,Region Midtjylland,"Diagnosis, total",5146.0,5226.0,5456.0,5445.0
2352,Women,0 years,Region Midtjylland,Infectious diseases,132.0,77.0,89.0,225.0
2353,Women,0 years,Region Midtjylland,Diseases of lung,137.0,103.0,160.0,125.0
2354,Women,0 years,Region Midtjylland,Diseases of the nervous system,34.0,31.0,23.0,31.0
2355,Women,0 years,Region Midtjylland,Diseases of the heart and great vessels,14.0,7.0,16.0,19.0
2356,Women,0 years,Region Midtjylland,"Diseases of arteries, veins, lymph",3.0,3.0,3.0,3.0
2357,Women,0 years,Region Midtjylland,Varicose veins in leg,0.0,0.0,0.0,0.0
2358,Women,0 years,Region Midtjylland,Diseases of blood and lymphatic tissue,3.0,5.0,12.0,6.666666666666667
2359,Women,0 years,Region Midtjylland,Diseases of the stomach and intestines,56.0,58.0,64.0,60.0
2360,Women,0 years,Region Midtjylland,Diseases of the urinary tract,47.0,60.0,37.0,33.0
2361,Women,0 years,Region Midtjylland,Diseases of the musculoskeletal system,12.0,7.0,10.0,11.0
2362,Women,0 years,Region Midtjylland,Diseases of female genital organs,0.0,0.0,0.0,0.0
2363,Women,0 years,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",653.0,696.0,670.0,631.0
2364,Women,0 years,Region Midtjylland,Diseases of the skin and venereal diseases,45.0,25.0,33.0,30.0
2365,Women,0 years,Region Midtjylland,Diseases of the eye,6.0,6.0,3.0,4.0
2366,Women,0 years,Region Midtjylland,"Diseases of ear, nose and throat",83.0,56.0,70.0,86.0
2367,Women,0 years,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",34.0,20.0,18.0,27.0
2368,Women,0 years,Region Midtjylland,Mental disorders,56.0,53.0,46.0,50.0
2369,Women,0 years,Region Midtjylland,Diseases of mamma,0.0,0.0,0.0,0.0
2370,Women,0 years,Region Midtjylland,Sterilization,0.0,0.0,0.0,0.0
2371,Women,0 years,Region Midtjylland,Concussion,3.0,7.0,5.0,8.0
2372,Women,0 years,Region Midtjylland,Poisonings,0.0,0.0,0.0,0.0
2373,Women,0 years,Region Midtjylland,Live-born children,3428.0,3644.0,3818.0,3719.0
2374,Women,0 years,Region Midtjylland,Other diseases,396.0,368.0,377.0,382.0
2375,Women,0 years,Region Nordjylland,"Diagnosis, total",2047.0,2201.0,2271.0,2208.0
2376,Women,0 years,Region Nordjylland,Infectious diseases,41.0,29.0,48.0,121.0
2377,Women,0 years,Region Nordjylland,Diseases of lung,71.0,52.0,106.0,45.0
2378,Women,0 years,Region Nordjylland,Diseases of the nervous system,7.0,9.0,15.0,6.0
2379,Women,0 years,Region Nordjylland,Diseases of the heart and great vessels,6.0,6.0,9.0,7.0
2380,Women,0 years,Region Nordjylland,"Diseases of arteries, veins, lymph",0.0,0.0,0.0,0.0
2381,Women,0 years,Region Nordjylland,Varicose veins in leg,0.0,0.0,0.0,0.0
2382,Women,0 years,Region Nordjylland,Diseases of blood and lymphatic tissue,0.0,0.0,0.0,0.0
2383,Women,0 years,Region Nordjylland,Diseases of the stomach and intestines,24.0,18.0,26.0,28.0
2384,Women,0 years,Region Nordjylland,Diseases of the urinary tract,15.0,18.0,22.0,20.0
2385,Women,0 years,Region Nordjylland,Diseases of the musculoskeletal system,4.666666666666667,8.0,3.0,3.0
2386,Women,0 years,Region Nordjylland,Diseases of female genital organs,0.0,0.0,0.0,0.0
2387,Women,0 years,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",249.0,267.0,285.0,263.0
2388,Women,0 years,Region Nordjylland,Diseases of the skin and venereal diseases,6.0,17.0,6.0,9.0
2389,Women,0 years,Region Nordjylland,Diseases of the eye,1.5,0.0,1.5,3.0
2390,Women,0 years,Region Nordjylland,"Diseases of ear, nose and throat",36.0,30.0,26.0,47.0
2391,Women,0 years,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",24.0,13.0,19.0,9.0
2392,Women,0 years,Region Nordjylland,Mental disorders,28.0,34.0,28.0,35.0
2393,Women,0 years,Region Nordjylland,Diseases of mamma,0.0,0.0,0.0,0.0
2394,Women,0 years,Region Nordjylland,Sterilization,0.0,0.0,0.0,0.0
2395,Women,0 years,Region Nordjylland,Concussion,3.0,3.0,4.0,3.3333333333333335
2396,Women,0 years,Region Nordjylland,Poisonings,0.0,0.0,0.0,0.0
2397,Women,0 years,Region Nordjylland,Live-born children,1334.0,1478.0,1455.0,1383.0
2398,Women,0 years,Region Nordjylland,Other diseases,199.0,218.0,217.0,223.0
2399,Women,1-4 years,Region Hovedstaden,"Diagnosis, total",1889.0,1531.0,2080.0,2079.0
2400,Women,1-4 years,Region Hovedstaden,Infectious diseases,202.0,113.0,230.0,236.0
2401,Women,1-4 years,Region Hovedstaden,Diseases of lung,405.0,214.0,452.0,407.0
2402,Women,1-4 years,Region Hovedstaden,Diseases of the nervous system,71.0,67.0,76.0,63.0
2403,Women,1-4 years,Region Hovedstaden,Diseases of the heart and great vessels,10.5,10.5,6.0,15.0
2404,Women,1-4 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",14.0,11.0,6.0,16.0
2405,Women,1-4 years,Region Hovedstaden,Varicose veins in leg,0.0,0.0,0.0,0.0
2406,Women,1-4 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,36.0,39.0,54.0,60.0
2407,Women,1-4 years,Region Hovedstaden,Diseases of the stomach and intestines,82.0,91.0,96.0,84.0
2408,Women,1-4 years,Region Hovedstaden,Diseases of the urinary tract,159.0,172.0,171.0,136.0
2409,Women,1-4 years,Region Hovedstaden,Diseases of the musculoskeletal system,153.0,152.0,131.0,149.0
2410,Women,1-4 years,Region Hovedstaden,Diseases of female genital organs,5.0,5.0,6.0,4.0
2411,Women,1-4 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
2412,Women,1-4 years,Region Hovedstaden,Diseases of the skin and venereal diseases,78.0,59.0,57.0,73.0
2413,Women,1-4 years,Region Hovedstaden,Diseases of the eye,11.0,13.0,9.0,13.0
2414,Women,1-4 years,Region Hovedstaden,"Diseases of ear, nose and throat",204.0,113.0,182.0,218.0
2415,Women,1-4 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",73.0,44.0,95.0,76.0
2416,Women,1-4 years,Region Hovedstaden,Mental disorders,7.0,7.0,5.0,10.0
2417,Women,1-4 years,Region Hovedstaden,Diseases of mamma,0.0,0.0,0.0,0.0
2418,Women,1-4 years,Region Hovedstaden,Sterilization,0.0,0.0,0.0,0.0
2419,Women,1-4 years,Region Hovedstaden,Concussion,18.0,17.0,25.0,21.0
2420,Women,1-4 years,Region Hovedstaden,Poisonings,18.0,17.0,12.0,20.0
2421,Women,1-4 years,Region Hovedstaden,Live-born children,0.0,0.0,0.0,0.0
2422,Women,1-4 years,Region Hovedstaden,Other diseases,355.0,394.0,466.0,477.0
2423,Women,1-4 years,Region Sjælland,"Diagnosis, total",601.0,622.0,780.0,835.0
2424,Women,1-4 years,Region Sjælland,Infectious diseases,54.0,34.0,60.0,84.0
2425,Women,1-4 years,Region Sjælland,Diseases of lung,124.0,102.0,187.0,158.0
2426,Women,1-4 years,Region Sjælland,Diseases of the nervous system,19.0,27.0,21.0,25.0
2427,Women,1-4 years,Region Sjælland,Diseases of the heart and great vessels,7.0,3.0,5.0,5.0
2428,Women,1-4 years,Region Sjælland,"Diseases of arteries, veins, lymph",6.0,5.0,5.0,5.0
2429,Women,1-4 years,Region Sjælland,Varicose veins in leg,0.0,0.0,0.0,0.0
2430,Women,1-4 years,Region Sjælland,Diseases of blood and lymphatic tissue,23.0,11.0,17.0,14.0
2431,Women,1-4 years,Region Sjælland,Diseases of the stomach and intestines,32.0,39.0,40.0,41.0
2432,Women,1-4 years,Region Sjælland,Diseases of the urinary tract,35.0,51.0,42.0,43.0
2433,Women,1-4 years,Region Sjælland,Diseases of the musculoskeletal system,43.0,51.0,41.0,47.0
2434,Women,1-4 years,Region Sjælland,Diseases of female genital organs,0.0,0.0,0.0,0.0
2435,Women,1-4 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
2436,Women,1-4 years,Region Sjælland,Diseases of the skin and venereal diseases,19.0,23.0,21.0,31.0
2437,Women,1-4 years,Region Sjælland,Diseases of the eye,4.0,5.0,4.666666666666667,5.0
2438,Women,1-4 years,Region Sjælland,"Diseases of ear, nose and throat",46.0,57.0,71.0,68.0
2439,Women,1-4 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",39.0,19.0,65.0,69.0
2440,Women,1-4 years,Region Sjælland,Mental disorders,5.0,5.0,5.0,5.0
2441,Women,1-4 years,Region Sjælland,Diseases of mamma,0.0,0.0,0.0,0.0
2442,Women,1-4 years,Region Sjælland,Sterilization,0.0,0.0,0.0,0.0
2443,Women,1-4 years,Region Sjælland,Concussion,9.0,15.0,20.0,8.0
2444,Women,1-4 years,Region Sjælland,Poisonings,11.0,13.0,7.0,6.0
2445,Women,1-4 years,Region Sjælland,Live-born children,0.0,0.0,0.0,0.0
2446,Women,1-4 years,Region Sjælland,Other diseases,123.0,165.0,178.0,227.0
2447,Women,1-4 years,Region Syddanmark,"Diagnosis, total",599.0,494.0,569.0,753.0
2448,Women,1-4 years,Region Syddanmark,Infectious diseases,50.0,26.0,42.0,92.0
2449,Women,1-4 years,Region Syddanmark,Diseases of lung,113.0,120.0,162.0,153.0
2450,Women,1-4 years,Region Syddanmark,Diseases of the nervous system,23.0,18.0,22.0,32.0
2451,Women,1-4 years,Region Syddanmark,Diseases of the heart and great vessels,0.0,0.0,0.0,0.0
2452,Women,1-4 years,Region Syddanmark,"Diseases of arteries, veins, lymph",6.0,6.666666666666667,3.0,11.0
2453,Women,1-4 years,Region Syddanmark,Varicose veins in leg,0.0,0.0,0.0,0.0
2454,Women,1-4 years,Region Syddanmark,Diseases of blood and lymphatic tissue,8.0,11.0,10.0,11.0
2455,Women,1-4 years,Region Syddanmark,Diseases of the stomach and intestines,32.0,25.0,22.0,33.0
2456,Women,1-4 years,Region Syddanmark,Diseases of the urinary tract,15.0,15.0,19.0,25.0
2457,Women,1-4 years,Region Syddanmark,Diseases of the musculoskeletal system,54.0,48.0,50.0,48.0
2458,Women,1-4 years,Region Syddanmark,Diseases of female genital organs,0.0,0.0,0.0,0.0
2459,Women,1-4 years,Region Syddanmark,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
2460,Women,1-4 years,Region Syddanmark,Diseases of the skin and venereal diseases,18.0,13.0,18.0,14.0
2461,Women,1-4 years,Region Syddanmark,Diseases of the eye,3.0,4.0,3.5,3.5
2462,Women,1-4 years,Region Syddanmark,"Diseases of ear, nose and throat",57.0,29.0,42.0,74.0
2463,Women,1-4 years,Region Syddanmark,"Endocrine, metabolic and chromosomic diseases",71.0,32.0,37.0,71.0
2464,Women,1-4 years,Region Syddanmark,Mental disorders,3.0,3.0,3.0,3.0
2465,Women,1-4 years,Region Syddanmark,Diseases of mamma,0.0,0.0,0.0,0.0
2466,Women,1-4 years,Region Syddanmark,Sterilization,0.0,0.0,0.0,0.0
2467,Women,1-4 years,Region Syddanmark,Concussion,10.0,11.0,11.0,14.0
2468,Women,1-4 years,Region Syddanmark,Poisonings,5.0,12.0,9.0,4.0
2469,Women,1-4 years,Region Syddanmark,Live-born children,0.0,0.0,0.0,0.0
2470,Women,1-4 years,Region Syddanmark,Other diseases,130.0,125.0,116.0,167.0
2471,Women,1-4 years,Region Midtjylland,"Diagnosis, total",813.0,614.0,906.0,912.0
2472,Women,1-4 years,Region Midtjylland,Infectious diseases,94.0,49.0,77.0,112.0
2473,Women,1-4 years,Region Midtjylland,Diseases of lung,180.0,121.0,258.0,194.0
2474,Women,1-4 years,Region Midtjylland,Diseases of the nervous system,30.0,24.0,56.0,51.0
2475,Women,1-4 years,Region Midtjylland,Diseases of the heart and great vessels,9.0,9.0,5.0,3.0
2476,Women,1-4 years,Region Midtjylland,"Diseases of arteries, veins, lymph",3.0,4.0,3.0,5.0
2477,Women,1-4 years,Region Midtjylland,Varicose veins in leg,0.0,0.0,0.0,0.0
2478,Women,1-4 years,Region Midtjylland,Diseases of blood and lymphatic tissue,13.0,14.0,16.0,22.0
2479,Women,1-4 years,Region Midtjylland,Diseases of the stomach and intestines,28.0,31.0,47.0,61.0
2480,Women,1-4 years,Region Midtjylland,Diseases of the urinary tract,31.0,56.0,42.0,41.0
2481,Women,1-4 years,Region Midtjylland,Diseases of the musculoskeletal system,69.0,41.0,59.0,70.0
2482,Women,1-4 years,Region Midtjylland,Diseases of female genital organs,0.0,0.0,0.0,3.0
2483,Women,1-4 years,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
2484,Women,1-4 years,Region Midtjylland,Diseases of the skin and venereal diseases,30.0,19.0,28.0,23.0
2485,Women,1-4 years,Region Midtjylland,Diseases of the eye,4.0,4.0,4.0,4.0
2486,Women,1-4 years,Region Midtjylland,"Diseases of ear, nose and throat",95.0,48.0,69.0,95.0
2487,Women,1-4 years,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",56.0,14.0,38.0,33.0
2488,Women,1-4 years,Region Midtjylland,Mental disorders,7.333333333333333,7.0,8.0,7.0
2489,Women,1-4 years,Region Midtjylland,Diseases of mamma,0.0,0.0,0.0,0.0
2490,Women,1-4 years,Region Midtjylland,Sterilization,0.0,0.0,0.0,0.0
2491,Women,1-4 years,Region Midtjylland,Concussion,14.0,9.0,17.0,13.0
2492,Women,1-4 years,Region Midtjylland,Poisonings,8.0,15.0,8.0,4.0
2493,Women,1-4 years,Region Midtjylland,Live-born children,0.0,0.0,0.0,0.0
2494,Women,1-4 years,Region Midtjylland,Other diseases,151.0,152.0,170.0,173.0
2495,Women,1-4 years,Region Nordjylland,"Diagnosis, total",476.0,366.0,394.0,442.0
2496,Women,1-4 years,Region Nordjylland,Infectious diseases,50.0,32.0,30.0,53.0
2497,Women,1-4 years,Region Nordjylland,Diseases of lung,82.0,59.0,109.0,94.0
2498,Women,1-4 years,Region Nordjylland,Diseases of the nervous system,21.0,19.0,11.0,24.0
2499,Women,1-4 years,Region Nordjylland,Diseases of the heart and great vessels,0.0,0.0,0.0,0.0
2500,Women,1-4 years,Region Nordjylland,"Diseases of arteries, veins, lymph",3.0,3.0,3.0,3.0
2501,Women,1-4 years,Region Nordjylland,Varicose veins in leg,0.0,0.0,0.0,0.0
2502,Women,1-4 years,Region Nordjylland,Diseases of blood and lymphatic tissue,45.0,44.0,18.0,13.0
2503,Women,1-4 years,Region Nordjylland,Diseases of the stomach and intestines,24.0,18.0,17.0,28.0
2504,Women,1-4 years,Region Nordjylland,Diseases of the urinary tract,21.0,19.0,14.0,19.0
2505,Women,1-4 years,Region Nordjylland,Diseases of the musculoskeletal system,24.0,23.0,27.0,26.0
2506,Women,1-4 years,Region Nordjylland,Diseases of female genital organs,0.0,0.0,0.0,0.0
2507,Women,1-4 years,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",0.0,0.0,0.0,0.0
2508,Women,1-4 years,Region Nordjylland,Diseases of the skin and venereal diseases,4.0,4.0,11.0,9.0
2509,Women,1-4 years,Region Nordjylland,Diseases of the eye,1.5,3.0,0.0,1.5
2510,Women,1-4 years,Region Nordjylland,"Diseases of ear, nose and throat",46.0,24.0,33.0,34.0
2511,Women,1-4 years,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",44.0,28.0,32.0,42.0
2512,Women,1-4 years,Region Nordjylland,Mental disorders,3.0,1.0,0.0,0.0
2513,Women,1-4 years,Region Nordjylland,Diseases of mamma,0.0,0.0,0.0,0.0
2514,Women,1-4 years,Region Nordjylland,Sterilization,0.0,0.0,0.0,0.0
2515,Women,1-4 years,Region Nordjylland,Concussion,6.0,5.0,11.0,7.333333333333333
2516,Women,1-4 years,Region Nordjylland,Poisonings,9.0,5.0,4.0,3.0
2517,Women,1-4 years,Region Nordjylland,Live-born children,0.0,0.0,0.0,0.0
2518,Women,1-4 years,Region Nordjylland,Other diseases,94.0,80.0,74.0,90.0
2519,Women,5-9 years,Region Hovedstaden,"Diagnosis, total",936.0,940.0,891.0,1083.0
2520,Women,5-9 years,Region Hovedstaden,Infectious diseases,53.0,40.0,32.0,69.0
2521,Women,5-9 years,Region Hovedstaden,Diseases of lung,73.0,59.0,63.0,90.0
2522,Women,5-9 years,Region Hovedstaden,Diseases of the nervous system,41.0,41.0,61.0,59.0
2523,Women,5-9 years,Region Hovedstaden,Diseases of the heart and great vessels,7.0,4.0,4.666666666666667,3.0
